Name,Project,Arrangement,Organization,Theme,Year,Periodicity,Requested,Delivered,Established
Amstel Televisie Vijf BV,Aanpak jeugdwerkloosheid 2016 - 2018,Subsidieregeling Aanpak Jeugdwerkloosheid 2016 - 2018,Werk,Werk,2017,Eenmalig,€ 300.000,€ 0,€ 0
Amsterdam West Binnen de Ring,Internationalisering Primair Onderwijs,Subsidieregeling internationalisering van het primair en voortgezet (speciaal) onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 30.000,€ 30.000,
Amsterdam West Binnen de Ring,Stadsscholen020,Subsidieregeling Stadsscholen020 tweede tranche 2017-2018,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 139.862,€ 139.862,
Amsterdam West Binnen de Ring,(her)inrichten vergroenen schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Amsterdam West Binnen de Ring,Lerarenbeurs PO,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 89.734,€ 89.734,
Amsterdam West Binnen de Ring,Scholenbeurs PO,Subsidie Amsterdamse Scholenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 45.000,€ 45.000,
Amsterdam West Binnen de Ring,vergroenen herinrichten schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Amsterdam West Binnen de Ring,Impuls schoolplein Tijl Uilenspiegel,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 0,€ 0
Amsterdam West Binnen de Ring,Impuls scvhoolpein Annie MG Schmidt,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Amsterdam West Binnen de Ring,Projectleider alles in 1 school,Subsidieregeling procesbegeleiding Allesinéénschool,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 131.000,€ 50.000,
Amsterdam West Binnen de Ring,Talent ontwikkeling stadsdeel West,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Periodiek,€ 193.948,€ 193.767,
Amsterdam Windsurfing,OZB 2017,Eenmalige Initiatieven Sport en Bos,Sport en Bos,Algemeen,2017,Eenmalig,€ 318,€ 318,€ 318
Amsterdams Grafisch Atelier,Cultuureducatie project East Type West Type,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 6.000,€ 6.000,
Amsterdamse Hockey & Bandy Club,Vervanging van toplaag kunstgrasveld en bijbehorende kosten voor de ondergrond.,Bijzondere Subsidieverordening voor (aanpassingen aan) verenigingsaccommodaties,Sport en Bos,Sport,2017,Eenmalig,€ 73.867,€ 73.867,€ 73.867
Amsterdamse Spoorweg Sport Vereniging,Het vervoer van visueel gehandicapte sporters,Subsidieregeling Gehandicaptensport (sportactiviteiten en evenementen),Sport en Bos,Sport,2017,Eenmalig,€ 900,€ 900,€ 900
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Actieplan Brede Talentontwikkeling 2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 21.725,€ 20.358,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Actieplan Brede Talentontwikkeling 2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 14.298,€ 14.298,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Actieplan Brede Talentontwikkeling 2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 9.120,€ 8.460,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Actieplan Brede Talentontwikkeling 2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 11.115,€ 11.115,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",16LX St Catherinaschool,Subsidieregeling procesbegeleiding Allesinéénschool,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 50.000,€ 50.000,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",16KV Elisabeth Paulusschool,Subsidieregeling procesbegeleiding Allesinéénschool,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 50.000,€ 0,€ 0
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",16AD de Boomgaard,Subsidieregeling procesbegeleiding Allesinéénschool,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 50.000,€ 0,€ 0
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",16HF01 Avonturijn,Subsidieregeling procesbegeleiding Allesinéénschool,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 50.000,€ 0,€ 0
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Naschoolse BTO activiteiten,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Periodiek,€ 37.520,€ 37.520,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",16KV - El. Paulusschool Internationalisering,Subsidieregeling internationalisering van het primair en voortgezet (speciaal) onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 119.900,€ 119.900,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Pedagogische Allianties,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Eenmalig,€ 22.500,€ 22.500,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",29XF -  Burgerschap 2016/2017,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 5.754,€ 5.754,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",AIS,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Lerarenbeurs 2017/2018,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 128.546,€ 125.926,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Scholenbeurs,Subsidie Amsterdamse Scholenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 25.875,€ 25.875,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",AIS,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",Voorzieningen PO VLOA 2017-2018,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 3.729.971,€ 2.875.837,
"Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel Onderwijs",16JU & 16MW Stadsscholen020,Subsidieregeling Stadsscholen020 tweede tranche 2017-2018,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 224.439,€ 224.439,
ASR Dutch Core Residential Custodian B.V.,groene daken,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 70.390,€ 54.000,
Associatie van Eritrese Vluchtelingen in Amsterdam,Inloopspreekuren project,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 4.990,€ 4.990,€ 4.990
Associatie van Eritrese Vluchtelingen in Amsterdam,Mentorprogramma,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 4.990,€ 4.990,€ 4.990
Associatie van Eritrese Vluchtelingen in Amsterdam,jongeren aantrekken voor de evao middels sport,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 2.500,€ 0,€ 0
ASV Fortius,busvervoer G voetbal,Subsidieregeling Gehandicaptensport (extra kosten),Sport en Bos,Sport,2017,Eenmalig,€ 617,€ 617,€ 617
Atletiekvereniging Phanos,Vervoer naar wedstrijden,Subsidieregeling Gehandicaptensport (extra kosten),Sport en Bos,Sport,2017,Eenmalig,€ 1.200,€ 1.200,€ 1.200
Atletiekvereniging Phanos,Nederlandse Kampioenschappen cross 2017 (atletiek),Eenmalige Initiatieven Sport en Bos,Sport en Bos,Algemeen,2017,Eenmalig,€ 15.000,€ 15.000,€ 15.000
B&A bv,Taalwijzer informatie & advies,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 30.337,€ 30.337,
B&A Civic B.V.,Mindfulness training geven aan statushouders/asielzoekers,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Periodiek,€ 7.712,€ 7.712,
B&A Civic B.V.,Buurtsupport in IB/OHG,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 41.769,€ 41.769,
B&A Civic B.V.,Horeca- leerproject Oost,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 28.094,€ 28.094,
B&A Civic B.V.,Basisvoorzieningen Stadsdeel Oost,Begrotingspost Subsidies SD Oost (Organisatiespecifiek),stadsdeel Oost,Algemeen,2017,Periodiek,€ 855.500,€ 801.440,
B&A SHV BV,Schuldhulpverlening,Begrotingspost Subsidie Participatie (Organisatiespecifiek),Participatie,Algemeen,2017,Periodiek,€ 2.244.770,€ 1.899.108,
B&A WMO Diensten BV,Beheer JSP Facilitair 2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 41.472,€ 41.472,
B&A WMO Diensten BV,Zorg,Begrotingspost Subsidie OJZ (Organisatiespecifiek),"Onderwijs, Jeugd en Zorg",Algemeen,2017,Periodiek,€ 776.636,€ 734.181,
B&A WMO Diensten BV,Noord Activering en Participatie,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 658.913,€ 599.176,
B&A WMO Diensten BV,Vroegeropaf en sociaal raadsliedenwerk,Begrotingspost Subsidie Participatie (Organisatiespecifiek),Participatie,Algemeen,2017,Periodiek,€ 253.839,€ 243.117,
B&A WMO Diensten BV,Grip op je geld 2017,Eenmalige Initiatieven Participatie,Participatie,Algemeen,2017,Eenmalig,€ 25.876,€ 24.223,
B&A WMO Diensten BV,Jongeren Service Punt,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Periodiek,€ 100.000,€ 100.000,
B&A WMO Diensten BV,Jongeren Service Punt,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 124.850,€ 124.850,
B&A WMO Diensten BV,Aanpak Taalachterstand in Noord 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 254.644,€ 254.487,
B&A WMO Diensten BV,Aanvullende subsidie buurtambassadeurs,Basisvoorziening maatschappelijke dienstverlening (SD Zuidoost),stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 52.552,€ 33.308,
B&A WMO Diensten BV,Impuls trede 1 en 2 Oost Actief Activeringsplan,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 163.340,€ 163.340,
B&A WMO Diensten BV,Ondersteuning van de buurtkamer Molenwijk Noord,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 21.000,€ 21.000,
B&A WMO Diensten BV,Mantelzorgmiddelen Agenda Informele Zorg en Vrijwillige Inzet,Basisvoorziening mantelzorgondersteuning (SD Oost),stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 93.161,€ 88.161,
Bedrijfseenheid,Project Rainbow Cities 2017,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 24.956,€ 24.956,
Belangenbehartiging Amsterdamse Dak- en Thuislozen,Ondersteuning aan dak- en thuislozen,Bijzondere subsidieverordening voor opvang en begeleiding van kwetsbare burgers,"Onderwijs, Jeugd en Zorg",Welzijn en Zorg,2017,Periodiek,€ 107.480,€ 107.480,
Belangenvereniging Druggebruikers MDHG,Jubileumsymposium MDHG,Subsidieverordening maatschappelijke opvang 2017,"Onderwijs, Jeugd en Zorg",Welzijn en Zorg,2017,Periodiek,€ 10.000,€ 10.000,
Belangenvereniging Druggebruikers MDHG,Belangenvereniging Druggebruikers MDHG,Bijzondere subsidieverordening voor opvang en begeleiding van kwetsbare burgers,"Onderwijs, Jeugd en Zorg",Welzijn en Zorg,2017,Periodiek,€ 271.718,€ 271.718,
BI-zone Albert Cuyp en omgeving,BIZ activiteiten,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 48.550,€ 48.550,
BI-zone Vereniging vanDamtotStopera,Straatmanagement 2017,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 14.400,€ 14.400,
BI-zone Vereniging vanDamtotStopera,Biz-activiteiten 2017,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 44.850,€ 44.850,
BIZ de Clercqstraat,BIZ De Clercqstraat,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 22.815,€ 22.815,
BIZ de Clercqstraat,Gebiedsbranding,Subsidieregeling Gebiedsbranding,Economie,Economie,2017,Eenmalig,€ 5.000,€ 0,€ 0
BIZ de Clercqstraat,Inhuur van een winkelstraatmanager voor het eerste jaar,Subsidieregeling Straatmanagement Stadsdeel West,stadsdeel West,Economie,2017,Eenmalig,€ 9.000,€ 9.000,
BIZ de Clercqstraat,Voortzetting project compaan,Subsidieregeling gebiedsgebonden ondernemersinitiatieven stadsdeel West,stadsdeel West,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ Museum Quarter,BIZ acitiviteiten,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 277.388,€ 274.493,
BIZ Museum Quarter,Winkelstraatmanagement,Subsidieregeling Straatmanagement Stadsdeel Zuid,stadsdeel Zuid,Economie,2017,Eenmalig,€ 19.440,€ 9.720,
Biz Ondernemersvereniging Damrak-Beursplein,Biz Ondernemersvereniging Damrak-Beursplein,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 108.225,€ 108.225,
BIZ Ondernemersvereniging Winkelgebied Rijnstraat,Bedrijven Investeringszones (BIZ),Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 23.400,€ 22.815,
BIZ Ondernemersvereniging Winkelgebied Rijnstraat,Winkelstraatmanager,Subsidieregeling Straatmanagement Stadsdeel Zuid,stadsdeel Zuid,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ Vereniging 1e van Swindenstraat,BIZ 1e van Swindenstraat,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 18.038,€ 18.038,
BIZ Vereniging 1e van Swindenstraat,Winkelstraatmanagement BIZ Eerste van Swindenstraat 2017,Subsidieregeling Straatmanagement Stadsdeel oost,stadsdeel Oost,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ Vereniging Ceintuurbaan Amsterdam,BIZ,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 13.192,€ 13.192,
BIZ Vereniging de Bree,Ondersteuning door straatmanager van BIZ de BREE,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 7.488,€ 6.000,
BIZ Vereniging de Bree,BIZ subsidie 2017,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 21.762,€ 21.762,
BIZ vereniging Eigenaren Rokin en omgeving,BIZ activiteiten Pandeigenaren,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 83.000,€ 82.495,
BIZ Vereniging Max Euweplein,Straatmanagement 2017,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 7.800,€ 3.750,€ 3.750
BIZ vereniging ondernemers Kalverstraat en Heiligeweg,Straatmanagers,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 15.000,€ 15.000,
BIZ vereniging ondernemers Kalverstraat en Heiligeweg,BIZ activiteiten ondernemers,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 150.579,€ 150.579,
BIZ vereniging ondernemers Rokin en omgeving,"Gebiedsgebonden ondernemersinitiatief, tulpen op het Rokin",Subsidieregeling gebiedsgebonden ondernemersinitiatieven stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ vereniging ondernemers Rokin en omgeving,BIZ Vereniging Ondernemers Rokin en omgeving,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 84.288,€ 82.495,
BIZ vereniging ondernemers Rokin en omgeving,straatmanagement,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 15.000,€ 15.000,
BIZ Vereniging Oostelijke Eilanden en Czaar Peterbuurt,Gebiedsbranding Czaar Peter Kwartier,Subsidieregeling Gebiedsbranding,Economie,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ Vereniging Oostelijke Eilanden en Czaar Peterbuurt,Het Czaar Peter Festival 2017,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 5.000,€ 3.250,€ 3.250
BIZ Vereniging Oostelijke Eilanden en Czaar Peterbuurt,Bijdrage winkelstraatmanagement,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
BIZ Vereniging Oostelijke Eilanden en Czaar Peterbuurt,Subsidie Bedrijveninvesteringszone Oostelijke Eilanden en Czaar Peterbuurt,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 9.450,€ 9.214,
BIZ Vereniging Rembrandtplein/Thorbeckeplein e.o.,Straatmanagement 2017,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 18.000,€ 18.000,
BIZ Vereniging Rembrandtplein/Thorbeckeplein e.o.,BIZ Activiteiten,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 147.713,€ 147.713,
BIZ Vereniging Uitgaansgebied Leidsebuurt,BIZ,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 130.000,€ 0,€ 0
BIZ vereniging Uitgaansgebied Leidsebuurt,straatmanagement kosten,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 13.800,€ 13.800,
BIZ vereniging Uitgaansgebied Leidsebuurt,BIZ activiteiten,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 130.000,€ 130.000,
BIZ Vereniging Van Woustraat,BIZ-Subsidie,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 18.050,€ 17.599,
BIZ Vereniging Van Woustraat,KVO-traject,Subsidieregeling gebiedsgebonden ondernemersinitiatieven stadsdeel Zuid,stadsdeel Zuid,Economie,2017,Eenmalig,€ 1.750,€ 1.706,€ 1.706
BIZ Zeedijk,BIZ gebied Zeedijk en Geldersekade,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 30.932,€ 30.932,
BIZ Zeedijk,Straatmanagement 2017,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 6.084,€ 4.500,€ 4.500
BIZ-Ondernemersvereniging Bilderdijkstraat,BIZ-Subsidie,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 27.641,€ 27.641,
BIZ-Ondernemersvereniging Bilderdijkstraat,Gebiedsbranding,Subsidieregeling gebiedsgebonden ondernemersinitiatieven stadsdeel West,stadsdeel West,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ-Ondernemersvereniging Bilderdijkstraat,Gebiedsgebonden ondernemersinitiatieven,Subsidieregeling gebiedsgebonden ondernemersinitiatieven stadsdeel West,stadsdeel West,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ-Ondernemersvereniging Reguliersdwarsstraat,BIZ,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 31.000,€ 26.000,
BIZ-Ondernemersvereniging Reguliersdwarsstraat,Secret Village Green Art & Dance,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 17.500,€ 10.000,
BIZ-Ondernemersvereniging Reguliersdwarsstraat,Straatmanagement,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 18.000,€ 18.000,
BIZ-Ondernemersvereniging Reguliersdwarsstraat,Social media campagne en app voor Secret Village,Subsidieregeling gebiedsgebonden ondernemersinitiatieven stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ-Ondernemersvereniging Reguliersdwarsstraat,Diverse aktiviteiten,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 5.688,€ 5.688,
BIZ-ondernemersvereniging Spuistraat en Omgeving,Spuibuurt Straatfeest 2017,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 15.000,€ 10.000,
BIZ-ondernemersvereniging Spuistraat en Omgeving,straatmanagement,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 12.000,€ 12.000,
BIZ-ondernemersvereniging Spuistraat en Omgeving,BIZ-ondernemersverenigimg Spui en omgeving,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 53.000,€ 52.089,
BIZ-stichting Knowledge Mile,Biz,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 121.680,€ 121.680,
BIZ-vereniging Beethovenstraat,BIZ-Beethovenstraat,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 67.129,€ 67.129,
BIZ-vereniging Beethovenstraat,Winkelstraatmanagement,Subsidieregeling Straatmanagement Stadsdeel Zuid,stadsdeel Zuid,Economie,2017,Eenmalig,€ 10.500,€ 7.650,
BIZ-vereniging Beethovenstraat,Uitbreiden online platform van Shopping Street Innovation Lab voor bezoekers en geïnteresseerden,Subsidieregeling Gebiedsbranding,Economie,Economie,2017,Eenmalig,€ 5.000,€ 0,€ 0
BIZ-vereniging Beter Beukenplein Beukenweg,Winkel-wandelstraat Beukenweg en Beukenplein,Subsidieregeling Straatmanagement Stadsdeel Oost,stadsdeel Oost,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
BIZ-vereniging Beter Beukenplein Beukenweg,BIZ-activiteiten,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 11.993,€ 0,€ 0
BIZ-vereniging Cornelis Schuytstraat,Organiseren evenementen,Subsidieregeling Gebiedsbranding,Economie,Economie,2017,Eenmalig,€ 5.000,€ 0,€ 0
BIZ-vereniging Cornelis Schuytstraat,BIZ-subsidie,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 44.363,€ 44.363,
BIZ-vereniging Cornelis Schuytstraat,Straatmanagement,Subsidieregeling Straatmanagement Stadsdeel Zuid,stadsdeel Zuid,Economie,2017,Eenmalig,€ 7.200,€ 7.200,
BIZ-vereniging Eerste Oosterparkstraat,BIZ-activiteiten,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 20.768,€ 20.768,
BIZ-vereniging Eerste van der Helststraat,BIZ-activiteiten 2017,Verordening op de heffing en invordering van een bedrijveninvesteringszonebijdrage en op de subsidie,Economie,Economie,2017,Eenmalig,€ 5.850,€ 5.850,
BIZ-Vereniging Haarlemmerbuurt,Straatmanagement 2017,Subsidieregeling Straatmanagement Stadsdeel Centrum,stadsdeel Centrum,Economie,2017,Eenmalig,€ 17.500,€ 17.500,
