Name,Project,Arrangement,Organization,Theme,Year,Periodicity,Requested,Delivered,Established
Stichting Nederland Cares,Vrijwilligersactiviteiten Amsterdam Cares,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Zuidoost),stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 7.500,€ 0,€ 0
Stichting Nederland Cares,Vrijwilligersactiviteiten Amsterdam Cares,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Noord),stadsdeel Noord,Welzijn en Zorg,2017,Periodiek,€ 10.000,€ 10.000,
Stichting Nederland Cares,Vrijwilligersactiviteiten Amsterdam Cares,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Zuid),stadsdeel Zuid,Welzijn en Zorg,2017,Periodiek,€ 25.000,€ 20.000,
Stichting Nederland Cares,Vrijwilligersactiviteiten Amsterdam Cares,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Centrum),stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 30.000,€ 30.000,
Stichting Nederland Cares,Vrijwilligersactiviteiten Amsterdam Cares,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Nieuw-West),stadsdeel Nieuw-West,Welzijn en Zorg,2017,Periodiek,€ 7.500,€ 0,€ 0
Stichting Nederland Cares,Vrijwilligersactiviteiten Amsterdam Cares,Bijzondere subsidieverordening ondersteuning mantelzorg en vrijwilligerswerk,"Onderwijs, Jeugd en Zorg",Welzijn en Zorg,2017,Eenmalig,€ 30.000,€ 30.000,
Stichting Nederland Cares,Vrijwilligersactiviteiten Amsterdam Cares,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD West),stadsdeel West,Welzijn en Zorg,2017,Periodiek,€ 20.000,€ 0,€ 0
Stichting Nederland Wordt Beter,3 Mei: Dag van Empathie,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 9.506,€ 5.000,€ 5.000
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen Montessorischool De Regenboog,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 26.400,€ 26.400,
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen de Pro Regeschool,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 26.400,€ 26.400,
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen Huibersschool,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 26.400,€ 26.400,
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen IBS Al Wafa,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 26.400,€ 26.400,
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen IBS El Amien 2,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 37.600,€ 37.600,
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen Brede School El Amien 1,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 26.400,€ 26.400,
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen Narcis Queridoschool,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 26.400,€ 26.400,
Stichting Nederlands Kenniscentrum Verteltassen,Taal en Ouderbetrokkenheidstraject met Verteltassen Alexander Roozendaalschool,Subsidieregeling Taal en Ouderbetrokkenheid,Participatie,Participatie,2017,Eenmalig,€ 37.600,€ 37.600,
Stichting Nederlands Piano Museum,Concertserie,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 6.000,€ 5.000,€ 5.000
Stichting Nederlands Scheepvaartmuseum Amsterdam,"Vermeerdering van de waarde van het Oosterdokgebied, een samenwerking van 10 partners in het Oosterd",Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 24.900,€ 10.000,
Stichting Nederlandse Islamitische Scholen,Subsidieregeling Basisvoorziening Versterken van de Pedagogische dragende samenleving en talentontwi,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 18.477,€ 17.672,€ 17.672
Stichting Nederlandse Islamitische Scholen,subsidie Onderwijshuisvesting (VloA),Onderwijshuisvesting (VloA),"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 116.758,€ 12.222,
Stichting Nederlandse Islamitische Scholen,VLOA 2017-2018,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 463.932,€ 341.303,
Stichting Nederlandse Islamitische Scholen,lerarenbeurs,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 13.970,€ 11.970,
Stichting Nederlandse Islamitische Scholen,Stadsscholen020 schooljaar 2017-2018 El Amien II,Subsidieregeling Stadsscholen020 tweede tranche 2017-2018,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 85.950,€ 75.000,
Stichting Netwerk Amsterdamse Helden,Subsidie Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling jeugd,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Oost,Jeugd,2017,Eenmalig,€ 59.631,€ 0,€ 0
Stichting Netwerk Amsterdamse Helden,Subsidie Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling jeugd,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Noord,Jeugd,2017,Eenmalig,€ 59.631,€ 0,€ 0
Stichting Netwerk Amsterdamse Helden,Subsidie Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling jeugd,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Eenmalig,€ 59.631,€ 0,€ 0
Stichting Netwerk Amsterdamse Helden,Centrale Basisvoorziening pedagogische dragende samenleving 2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Zuidoost,Jeugd,2017,Eenmalig,€ 11.927,€ 0,€ 0
Stichting Netwerk Amsterdamse Helden,Vrijheidstour 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 10.000,€ 5.100,€ 5.100
Stichting Netwerk Amsterdamse Helden,Vrijheidstour 2017,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 10.000,€ 0,€ 0
Stichting Netwerk Amsterdamse Helden,Media Traject Bijlmer Style 3.0,Subsidieregeling maatschappelijk initiatief stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 10.000,€ 0,€ 0
Stichting Nieuw Dakota,Summershow,"Gebiedsgebonden Kunst en cultuuractiviteiten, eenmalige kunstinitiatieven Sd Noord",stadsdeel Noord,Cultuur,2017,Eenmalig,€ 9.500,€ 8.825,
Stichting Nieuw Dakota,Programmalijn Noordkant/What-do-you-call-the-world,"Gebiedsgebonden Kunst en cultuuractiviteiten, eenmalige kunstinitiatieven Sd Noord",stadsdeel Noord,Cultuur,2017,Eenmalig,€ 20.000,€ 0,€ 0
Stichting Nieuwmarkt,Open Ateliers Nieuwmarkt,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 8.000,€ 6.250,
Stichting No Budget,Minder bedeelde gezinnen een gratis dinner aan te bieden in ons Restaurant,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.000,€ 0,€ 0
Stichting Noorder IJ Kunst,Open Ateliers Noord 2017,Begrotingspost Subsidies SD Noord (Organisatiespecifiek),stadsdeel Noord,Algemeen,2017,Eenmalig,€ 10.000,€ 10.000,€ 10.000
Stichting Noorderpark Trust,Noorderpark Trust 2017 - 2020,Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 135.000,€ 135.000,
Stichting Noordjes Kinderkunst,"Laat je Zien Laat je Horen, een project in het kader van het Aanvalsplan Armoede vd gemeente",Subsidieregeling stimulering buitenschoolse cultuurecucatie in het kader van het aanvalsplan armoede,Kunst en Cultuur,Cultuur,2017,Eenmalig,€ 41.500,€ 41.500,
Stichting Noordjes Kinderkunst,Schrijflab Amsterdam,Subsidieregeling Sociale Innovatie,Economie,Economie,2017,Eenmalig,€ 20.000,€ 20.000,
Stichting Nowhere,"Nowhere, productiehuis voor talentontwikkeling",Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Oost,Jeugd,2017,Periodiek,€ 60.000,€ 60.000,
Stichting Nusantara,"Project 'Belangenbehartiging doelgroepen op lokaal, regionaal en landelijk niveau'",Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 4.800,€ 0,€ 0
Stichting Nusantara,Project 'Bevorderen en ondersteunen welzijn en welbevinden',Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 18.000,€ 0,€ 0
Stichting Nusantara,Projectactiviteit 'Cultureel Erfgoed & Gedeelde Geschiedenis',Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 25.320,€ 14.805,
Stichting Nusantara,Periodieke Subsidie 2017,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 45.720,€ 0,€ 0
Stichting Nusantara,Werkplan 2017 stichting. Nusantara Amsterdam,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 45.720,€ 0,€ 0
Stichting Nusantara,Periodieke subsidie 2017 Zuidoost,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Zuidoost),stadsdeel Zuidoost,Welzijn en Zorg,2017,Periodiek,€ 45.720,€ 8.000,
Stichting Oecumenisch Kerk & Buurtwerk Amsterdam-Oost,Inloophuis Czaar 51,"Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 15.500,€ 15.500,
Stichting Olympact,Kunst expositie tijdens USWA rondom  Olympic Legacy (ref. mevr P.Mars Sport en Bos),Eenmalige Initiatieven Sport en Bos,Sport en Bos,Algemeen,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting Onbeperkt Zuid,Het continueren van de werkzaamheden van Stichting Onbeperkt Zuid,"Basisvoorziening activering, participatie en sociale accommodaties (SD Zuid)",stadsdeel Zuid,Welzijn en Zorg,2017,Periodiek,€ 8.000,€ 0,€ 0
Stichting Onbeperkt Zuid,Het continueren van de werkzaamheden van Stichting Onbeperkt Zuid,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 7.500,€ 7.500,
Stichting ond aan zieke kinderen,Huisonderwijs aan zieke kinderen,Begrotingspost Subsidie OJZ (Organisatiespecifiek),"Onderwijs, Jeugd en Zorg",Algemeen,2017,Periodiek,€ 100.000,€ 100.000,
Stichting Ondertussen,wijkonderneming,Subsidieregeling bewonersinitiatieven Stadsdeel West,stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 25.000,€ 25.000,
Stichting Onderwijs 4 Nieuwe Tijd,Voorzieningen PO 2017-2018,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 64.200,€ 0,€ 0
Stichting Onderwijs 4 Nieuwe Tijd,voorzieningen PO 2016-2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 5.265,€ 5.265,
Stichting Onderwijs Consumenten Organisatie,OCO,Begrotingspost Subsidie OJZ (Organisatiespecifiek),"Onderwijs, Jeugd en Zorg",Algemeen,2017,Periodiek,€ 300.000,€ 300.000,
Stichting Oneffe,Kees en Koos komen Kamperen op de Dierencapel,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting Oneffe,Kees & Koos Komen Kamperen bij de Werf,"Gebiedsgebonden Kunst en cultuuractiviteiten, Kunst en Cultuur projecten en culturele festivals Sd O",stadsdeel Oost,Cultuur,2017,Eenmalig,€ 5.035,€ 0,€ 0
Stichting Oneffe,Vrije Vogel Festival,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting Oneffe,Een feestelijke theater/sprookjs 4 daagse bij K inderboerderij de Uylenburg in het Rembrandtpark,Eenmalige Initiatieven SD Nieuw-West,stadsdeel Nieuw-West,Algemeen,2017,Eenmalig,€ 5.000,€ 4.260,€ 4.260
stichting Ongekende Talenten,Ongekende Talenten 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Zuid)",stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 20.000,€ 20.000,
Stichting Onschatbare Waarde,"Stiltecafé met inmaakkeuken,  informatievoorziening in tuin en winkel, en regenwateropvang met irrig",Subsidieregeling Groen in de buurt en Stadslandbouw-Voedselinitiatieven,Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 25.000,€ 25.000,
Stichting Ontmoetingsruimte Ouderen Jordaan,Huur- & expoitatiekosten ontmoetingsruimte 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 48.030,€ 48.030,
Stichting Ontmoetingsruimte voor en door Ouderen in de Plantage-Weesperbuurt,"Huisvesting, deskundigheidsbevordering en studiekring","Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 65.391,€ 65.391,
Stichting Onze Speeltuin,Speeltuin de Waag t.b.v. honorarium Speeltuincoordinator,"Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 31.641,€ 31.641,
Stichting Oost in Bloei,"kunsteducatief Het BuurtAtelier, project voor kinderen",Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Oost,Jeugd,2017,Eenmalig,€ 7.650,€ 7.000,
Stichting Oost Indisch Groen,"Inloopmiddagen Groene hub, Workshopreeks Moestuinieren, BuitenBuurtRestaurant","Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 35.950,€ 15.349,
Stichting Opa's en Oma's Passen Op Een Huisdier,Wie laat wie uit? Stichting OOPOEH activeert en verbindt senioren in Amsterdam,Subsidieregeling Sociale Innovatie,Economie,Economie,2017,Eenmalig,€ 20.000,€ 20.000,
Stichting Opa's en Oma's Passen Op Een Huisdier,Ouderen in Amsterdam Zuid meer Gezelschap en Beweging,Basisvoorziening mantelzorgondersteuning (SD Zuid),stadsdeel Zuid,Welzijn en Zorg,2017,Periodiek,€ 17.500,€ 17.500,
Stichting Open Ateliers Zuid,Open Ateliers Plantage-Weesperbuurt 2017,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 9.375,€ 9.375,
Stichting Open Ateliers Zuid,Open Atelierfestival Oost 2017,"Gebiedsgebonden Kunst en cultuuractiviteiten, Kunst en Cultuur projecten en culturele festivals Sd O",stadsdeel Oost,Cultuur,2017,Eenmalig,€ 15.000,€ 7.500,
Stichting Open Ateliers Zuidoost,Jaarprogrammering 2017 Open Ateliers Zuidoost,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Zuidoost,stadsdeel Zuidoost,Cultuur,2017,Periodiek,€ 63.000,€ 48.000,
Stichting Open NDSM,Het verhaal van de NDSM Scheepsbouwloods (borden),Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting Open NDSM,NDSM OPEN 2017,"Gebiedsgebonden Kunst en cultuuractiviteiten, eenmalige kunstinitiatieven Sd Noord",stadsdeel Noord,Cultuur,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting Open Schoolgemeenschap Bijlmer,lerarenbeurs 2017 2018,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 10.700,€ 10.700,
Stichting Open Schoolgemeenschap Bijlmer,Brandmeldinstallatie onderhoud,Onderwijshuisvesting (VloA),"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Periodiek,€ 11.000,€ 4.600,€ 4.600
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,Brede Talent Ontwikkeling,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 226.929,€ 226.929,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,VloA,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 2.321.001,€ 2.224.628,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,Herinrichting/vergroenen schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,"Realisatie groen, duurzaam en rainproof schoolplein",Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,"Realisatie groen, duurzaam en rainproof schoolplein",Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,"Realisatie groen, duurzaam en rainproof schoolplein",Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,"Realisatie groen, duurzaam en rainproof schoolplein",Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 0,€ 0
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,"Realisatie groen, duurzaam en rainproof schoolplein",Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,Amsterdamse lerarenbeurs,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 54.974,€ 52.344,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,Stadsscholen020,Subsidieregeling Stadsscholen020 tweede tranche 2017-2018,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 449.851,€ 443.351,
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden,stadsscholen020 1e tranche,Aanvullende voorziening Pilot Stadsscholen020  2016-2018,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 100.000,€ 100.000,
Stichting Openbaar Onderwijs aan de Amstel,doorontwuikkeling nieuwkomersgroepen en implementatie Engels,Subsidieregeling internationalisering van het primair en voortgezet (speciaal) onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 30.000,€ 30.000,
Stichting Openbaar Onderwijs aan de Amstel,scholenbeurs 2017*-2019,Subsidie Amsterdamse Scholenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 86.983,€ 86.983,
Stichting Openbaar Onderwijs aan de Amstel,lerarenbeurs 2017-2018,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 88.270,€ 84.270,
Stichting Openbaar Onderwijs aan de Amstel,ais,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs aan de Amstel,"renovatie, vergroening schoolplein",Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs aan de Amstel,"VLOA Materieel (F9, overdimensionering en brandpreventie",Onderwijshuisvesting (VloA),"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 1.787.395,€ 103.404,
Stichting Openbaar Onderwijs aan de Amstel,VLOA Personeel,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 1.469.724,€ 1.356.088,
Stichting Openbaar Onderwijs Noord,impuls schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs Noord,impuls schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs Noord,impuls schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs Noord,lerarenbeurs,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 66.310,€ 62.310,
Stichting Openbaar Onderwijs Noord,scholenbeurs,Subsidie Amsterdamse Scholenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 100.000,€ 100.000,
Stichting Openbaar Onderwijs Noord,vloa 2017-2018,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 1.376.692,€ 1.345.800,
Stichting Openbaar Onderwijs Noord,burgerschap diversiteit gedeelde geschiedenis,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 2.250,€ 2.250,€ 2.250
Stichting Openbaar Onderwijs Noord,Stadsscholen020 tranche 1,Aanvullende voorziening Pilot Stadsscholen020  2016-2018,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 300.053,€ 300.000,
Stichting Openbaar Onderwijs Noord,Stadsscholen020 tranche 2,Subsidieregeling Stadsscholen020 tweede tranche 2017-2018,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 222.980,€ 222.980,
Stichting Openbaar Onderwijs Noord,Herinrichting en vergroening schoolplein IJpleinschool,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs Noord,Herinrichting en vergroenen schoolplein Montessori Boven 't IJ Locatie Azalea,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs Noord,Herinrichting en vergroenen schoolplein OBS Het Vogelnest,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openbaar Onderwijs Noord,alles in 1 school (1e buikslotermeerschool),Subsidieregeling procesbegeleiding Allesinéénschool,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 49.996,€ 49.996,
Stichting Openbaar Onderwijs Noord,alles in 1 school (2e noordrijk),Subsidieregeling procesbegeleiding Allesinéénschool,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 48.146,€ 48.146,
Stichting Openbaar Onderwijs Noord,Tegemoetkoming schoolgebouwen,Tegemoetkoming voor schoolgebouwen met onvermijdbare overdimensionering en schoolgebouwen in fijnsto,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Periodiek,€ 127.062,€ 68.637,
Stichting Openbaar Voortgezet Onderwijs Pogresso (SOVOP),Ouderbetrokkenheid in het VO - gezinscoaching en thema-avonden op het Calandlyceum,Voorziening ouderbetrokkenheid in het voortgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 10.000,€ 10.000,
Stichting Openbaar Voortgezet Onderwijs Pogresso (SOVOP),Onderhoud brandpreventie en ontruiming,Onderwijshuisvesting (VloA),"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Periodiek,€ 22.151,€ 3.497,€ 3.497
Stichting Openbaar Voortgezet Onderwijs Pogresso (SOVOP),Junior Academy,Subsidieregeling internationalisering van het primair en voortgezet (speciaal) onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 30.000,€ 30.000,
Stichting Openbare Bibliotheek Amsterdam,Leef en Leer 2017,Begrotingspost Subsidie Participatie (Organisatiespecifiek),Participatie,Algemeen,2017,Periodiek,€ 200.000,€ 200.000,
Stichting Openbare Bibliotheek Amsterdam,Servicepunten OBA,Begrotingspost Subsidie SD Centrum (Organisatiespecifiek),stadsdeel Centrum,Algemeen,2017,Eenmalig,€ 12.000,€ 12.000,
Stichting Openbare Bibliotheek Amsterdam,Stichting Openbare Bibliotheek Amsterdam 2017,Begrotingspost Subsidie Kunst en Cultuur (Organisatiespecifiek),Kunst en Cultuur,Algemeen,2017,Periodiek,€ 22.774.290,€ 22.774.290,
Stichting Openluchtscholen voor het Gezonde Kind,Het vernieuwen en vergroenen van ons schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting Openluchtscholen voor het Gezonde Kind,Amsterdamse Lerarenbeurs,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 7.995,€ 5.995,
